verdict	doc	line	kind	token	ref	note	context
WEAK	Torah/Exodus/dig-deeper-exodus-12-1to13-16.md	131	translit	kārat	Exod 13:3-7	99 cand	13:3–7).** The seven-day removal of leaven, on pain of being "cut off" (*kārat*, 12:15, 19)
WEAK	Torah/Exodus/dig-deeper-exodus-12-1to13-16.md	131	translit	kārat	Exod 12:15	99 cand	13:3–7).** The seven-day removal of leaven, on pain of being "cut off" (*kārat*, 12:15, 19)
WEAK	Torah/Exodus/dig-deeper-exodus-12-1to13-16.md	132	translit	pādâ	Exod 13:13	18 cand	- **pādâ, "redeem" (13:13, 15).** The firstborn are "redeemed"
WEAK	Torah/Exodus/dig-deeper-exodus-12-1to13-16.md	133	translit	qādaš	Exod 13:2	18 cand	- **qādaš, "consecrate" (13:2).** "Consecrate to me all the firstborn… it is mine"
WEAK	Torah/Exodus/dig-deeper-exodus-12-1to13-16.md	134	translit	ʿābad	Exod 1:14	63 cand	the same root (*ʿābad*) as the slavery-service to Pharaoh (1:14) and the recurring demand "let my people go that they may *serve* me." Redemption *transfers* Israel's service from Pharaoh to the LORD
WEAK	Torah/Exodus/dig-deeper-exodus-12-1to13-16.md	135	translit	mašḥît	Exod 12:23	98 cand	- **ha-mašḥît, "the destroyer" (12:23).** God "will not allow the destroyer to enter." An agent of destruction distinct-in-view from the LORD who passes over (cf
WEAK	Torah/Exodus/dig-deeper-exodus-12-1to13-16.md	141	translit	pāsaḥ	Isa 31:5	21 cand	the Hebrew *pāsaḥ* also carries the "protect/shield" nuance (Isa 31:5) that the plain English hides
WEAK	Torah/Exodus/dig-deeper-exodus-12-1to13-16.md	176	translit	ʿăbōdâ	Exod 12:25-26	83 cand	and the *service* is redefined as the Passover *ʿăbōdâ* (12:25–26)
WEAK	Torah/Exodus/dig-deeper-exodus-12-1to13-16.md	239	translit	ḥuqqat	Exod 12:14	17 cand	*ḥuqqat ʿôlām*, "a statute forever," 12:14, 17, 24) grammatically embed the *future re-enactment* inside the account of the night
WEAK	Torah/Exodus/dig-deeper-exodus-12-1to13-16.md	239	translit	ʿôlām	Exod 12:14	139 cand	*ḥuqqat ʿôlām*, "a statute forever," 12:14, 17, 24) grammatically embed the *future re-enactment* inside the account of the night
WEAK	Torah/Exodus/dig-deeper-exodus-12-1to13-16.md	243	translit	yād	Exod 13:3	37 cand	- *yād ḥăzāqâ* "strong hand" (13:3 etc.) shares the root *ḥ-z-q* with the *hardening* of Pharaoh's heart (7:13 etc.): the same "strengthening" that set Pharaoh against God is the "strong hand" that redeems Israel
WEAK	Torah/Exodus/dig-deeper-exodus-12-1to13-16.md	243	translit	ḥăzāqâ	Exod 13:3	21 cand	- *yād ḥăzāqâ* "strong hand" (13:3 etc.) shares the root *ḥ-z-q* with the *hardening* of Pharaoh's heart (7:13 etc.): the same "strengthening" that set Pharaoh against God is the "strong hand" that redeems Israel
WEAK	Torah/Exodus/dig-deeper-exodus-13-17to15-21.md	69	translit	rûaḥ	Exod 14:21	93 cand	**The crossing is narrated as new-creation: God's wind/breath (*rûaḥ*) over the waters divides them and brings forth dry ground (14:21 ← Gen 1:2, 9)
WEAK	Torah/Exodus/dig-deeper-exodus-13-17to15-21.md	69	translit	rûaḥ	Gen 1:2	93 cand	**The crossing is narrated as new-creation: God's wind/breath (*rûaḥ*) over the waters divides them and brings forth dry ground (14:21 ← Gen 1:2, 9)
WEAK	Torah/Exodus/dig-deeper-exodus-13-17to15-21.md	79	translit	yĕšûʿâ	Exod 15:2	113 cand	*yĕšûʿâ*, "he has become my salvation" (15:2), the noun behind *Yēšûaʿ*/Jesus
CONFIRMED-OFFSET	Torah/Exodus/dig-deeper-exodus-13-17to15-21.md	79	translit	Yēšûaʿ	Exod 15:2	Exod 15:3	*yĕšûʿâ*, "he has become my salvation" (15:2), the noun behind *Yēšûaʿ*/Jesus
WEAK	Torah/Exodus/dig-deeper-exodus-13-17to15-21.md	108	translit	kābēd	Exod 14:4	66 cand	**Revisit after Tool 11 (book-usage).** The "get glory (*kābēd*) over Pharaoh" of 14:4, 17 pays off the *kābēd*-heart wordplay tracked through the plagues (Pharaoh's *heavy* heart vs the LORD's *weighty* glory)
WEAK	Torah/Exodus/dig-deeper-exodus-13-17to15-21.md	131	translit	`kî`	Exod 15:1	17 cand	- **15:1 "*for* (`kî`) he has triumphed gloriously"**
WEAK	Torah/Exodus/dig-deeper-exodus-13-17to15-21.md	132	translit	`ʿad`	Exod 15:16	21 cand	- **15:16 "*till* (`ʿad`) your people pass by… *till* the people pass by whom you have purchased"**
CROSS-TESTAMENT	Torah/Exodus/dig-deeper-exodus-13-17to15-21.md	157	translit	Yēšûaʿ	Matt 1:21		"he has become my *salvation*." The noun behind the name *Yēšûaʿ*/Jesus (Matt 1:21)
WEAK	Torah/Exodus/dig-deeper-exodus-13-17to15-21.md	158	translit	gāʾal	Exod 15:13	31 cand	- **gāʾal, "redeem" (15:13).** Kinsman-redemption
WEAK	Torah/Exodus/dig-deeper-exodus-13-17to15-21.md	158	translit	pādâ	Exod 13:13	18 cand	the LORD as the near-kinsman who buys his people back (distinct from *pādâ*, 13:13, and *pesaḥ*)
FAILED	Torah/Exodus/dig-deeper-exodus-13-17to15-21.md	158	translit	pesaḥ	Exod 13:13	21 cand	the LORD as the near-kinsman who buys his people back (distinct from *pādâ*, 13:13, and *pesaḥ*)
WEAK	Torah/Exodus/dig-deeper-exodus-13-17to15-21.md	159	translit	qānâ	Exod 15:16	23 cand	- **qānâ, "purchase / acquire" (15:16).** "the people whom you have purchased"
WEAK	Torah/Exodus/dig-deeper-exodus-13-17to15-21.md	161	translit	ʾîš	Exod 15:3	37 cand	- **ʾîš milḥāmâ, "man of war" (15:3).** The Divine Warrior
WEAK	Torah/Exodus/dig-deeper-exodus-13-17to15-21.md	161	translit	milḥāmâ	Exod 15:3	82 cand	- **ʾîš milḥāmâ, "man of war" (15:3).** The Divine Warrior
WEAK	Torah/Exodus/dig-deeper-exodus-13-17to15-21.md	162	translit	kāmōkā	Exod 15:11	44 cand	- **mî-kāmōkā, "who is like you?" (15:11).** The incomparability formula (the root behind the name *Micah* / *Michael*, "who is like God?")
WEAK	Torah/Exodus/dig-deeper-exodus-13-17to15-21.md	171	translit	`ḥesed`	Exod 15:13	15 cand	- **15:13 "steadfast love" (`ḥesed`).** ESV/NASB "lovingkindness/steadfast love"
WEAK	Torah/Exodus/dig-deeper-exodus-13-17to15-21.md	197	translit	rûaḥ	Exod 14:21	93 cand	Here it turns constructive: God's *rûaḥ* (east wind, 14:21
WEAK	Torah/Exodus/dig-deeper-exodus-13-17to15-21.md	212	translit	kābēd	Exod 14:4	66 cand	- *Pays off the hardening / kābēd:* "I will get glory (*kābēd*) over Pharaoh" (14:4, 17) completes the plague-cycle's hardening and the *kābēd*-heart/*kābôd*-glory wordplay
WEAK	Torah/Exodus/dig-deeper-exodus-13-17to15-21.md	212	translit	kābôd	Exod 14:4	66 cand	- *Pays off the hardening / kābēd:* "I will get glory (*kābēd*) over Pharaoh" (14:4, 17) completes the plague-cycle's hardening and the *kābēd*-heart/*kābôd*-glory wordplay
WEAK	Torah/Exodus/dig-deeper-exodus-13-17to15-21.md	217	translit	yĕšûʿâ	Exod 15:2	113 cand	*yĕšûʿâ* → *Yēšûaʿ*/Jesus (15:2)
CONFIRMED-OFFSET	Torah/Exodus/dig-deeper-exodus-13-17to15-21.md	217	translit	Yēšûaʿ	Exod 15:2	Exod 15:3	*yĕšûʿâ* → *Yēšûaʿ*/Jesus (15:2)
WEAK	Torah/Exodus/dig-deeper-exodus-13-17to15-21.md	278	translit	rûaḥ	Exod 14:21	93 cand	- *rûaḥ* (14:21
WEAK	Torah/Exodus/dig-deeper-exodus-13-17to15-21.md	279	translit	kābēd	Exod 14:4	66 cand	- *kābēd*, "get glory" (14:4, 17) resonates with the *kābēd*-heart of the plagues and *kābôd*, "glory"
WEAK	Torah/Exodus/dig-deeper-exodus-13-17to15-21.md	279	translit	kābôd	Exod 14:4	66 cand	- *kābēd*, "get glory" (14:4, 17) resonates with the *kābēd*-heart of the plagues and *kābôd*, "glory"
WEAK	Torah/Exodus/dig-deeper-exodus-13-17to15-21.md	280	translit	kāmōkā	Exod 15:11	44 cand	- *mî-kāmōkā* (15:11)
WEAK	Torah/Exodus/dig-deeper-exodus-13-17to15-21.md	355	translit	Yĕšûʿâ	Exod 15:2	113 cand	- **"He has become my salvation" (15:2) → Jesus.** *Yĕšûʿâ* is the noun behind *Yēšûaʿ* ("the LORD saves," Matt 1:21)
CROSS-TESTAMENT	Torah/Exodus/dig-deeper-exodus-13-17to15-21.md	355	translit	Yēšûaʿ	Matt 1:21		- **"He has become my salvation" (15:2) → Jesus.** *Yĕšûʿâ* is the noun behind *Yēšûaʿ* ("the LORD saves," Matt 1:21)
WEAK	Torah/Exodus/dig-deeper-exodus-13-17to15-21.md	440	translit	kābēd	Exod 15:2	66 cand	9–10, the Baal-zephon irony, the *kābēd*-glory payoff, and the 15:2 liturgical afterlife (Ps 118
WEAK	Torah/Exodus/dig-deeper-exodus-15-22to17-16.md	35	translit	tĕlunnôt	Exod 17:3	85 cand	17:3), with the cognate noun *tĕlunnôt* accounting for the rest of the ten English renderings
WEAK	Torah/Exodus/dig-deeper-exodus-15-22to17-16.md	165	translit	tôledôt	Gen 27:40	140 cand	The genealogy sits inside the *tôledôt* of Esau, and it follows Isaac's word over Esau at Gen 27:40: *"by your sword you shall live."* **Israel's first war as a nation is against Jacob's brother's line, fought by men who live by the sword because their ancesto
CONFIRMED-OFFSET	Torah/Exodus/dig-deeper-exodus-15-22to17-16.md	197	translit	nāsâ	Exod 17:15	Exod 17:14	But *nāsâ* (test, N-S-H) recurs four times and the block ends on *nēs* (banner, N-S-S) at 17:15
CONFIRMED-OFFSET	Torah/Exodus/dig-deeper-exodus-15-22to17-16.md	197	translit	nēs	Exod 17:15	Exod 17:14	But *nāsâ* (test, N-S-H) recurs four times and the block ends on *nēs* (banner, N-S-S) at 17:15
CROSS-TESTAMENT	Torah/Exodus/dig-deeper-exodus-15-22to17-16.md	239	grk	ἐστιν	Exod 16:31		translation loss (not a variant).** The *mān hûʾ* / *mān* wordplay of 16:15 and 16:31 **cannot survive into Greek**: the LXX renders the question as *τί ἐστιν τοῦτο
CROSS-TESTAMENT	Torah/Exodus/dig-deeper-exodus-15-22to17-16.md	239	grk	τοῦτο	Exod 16:31		translation loss (not a variant).** The *mān hûʾ* / *mān* wordplay of 16:15 and 16:31 **cannot survive into Greek**: the LXX renders the question as *τί ἐστιν τοῦτο
WEAK	Torah/Exodus/dig-deeper-exodus-15-22to17-16.md	273	translit	tĕlunnôt	Exod 16:7	85 cand	and the cognate noun *tĕlunnôt* for the remainder** (16:7, 8, 9, 12), which is why a verb-only search returns five and an English search returns ten
WEAK	Torah/Exodus/dig-deeper-exodus-15-22to17-16.md	427	translit	Mān	Exod 16:15	85 cand	- ***Mān hûʾ* → *mān*** (16:15, 31): the name of the bread *is* the question the people asked
WEAK	Torah/Exodus/dig-deeper-exodus-15-22to17-16.md	427	translit	hûʾ	Exod 16:15	61 cand	- ***Mān hûʾ* → *mān*** (16:15, 31): the name of the bread *is* the question the people asked
WEAK	Torah/Exodus/dig-deeper-exodus-15-22to17-16.md	427	translit	mān	Exod 16:15	85 cand	- ***Mān hûʾ* → *mān*** (16:15, 31): the name of the bread *is* the question the people asked
WEAK	Torah/Exodus/dig-deeper-exodus-15-22to17-16.md	432	translit	šabbāt	Exod 16:23	112 cand	whether *šabbāt* as a noun genuinely first occurs at 16:23 in Exodus
WEAK	Torah/Exodus/dig-deeper-exodus-15-22to17-16.md	527	translit	nāsâ	Gen 7:4	77 cand	- **Before:** the flood's forty days (Gen 7:4) and Abraham's testing (Gen 22:1, the same verb *nāsâ*) establish the vocabulary
WEAK	Torah/Exodus/dig-deeper-exodus-15-22to17-16.md	527	translit	nāsâ	Gen 22:1	77 cand	- **Before:** the flood's forty days (Gen 7:4) and Abraham's testing (Gen 22:1, the same verb *nāsâ*) establish the vocabulary
WEAK	Torah/Exodus/dig-deeper-exodus-15-22to17-16.md	552	translit	tôrâ	Exod 15:26	211 cand	shape.) The block is a janus.** It faces back to the Sea (the same God who drowned an army now cannot be trusted for water) and forward to the mountain (the covenant "if" at 15:26, the *tôrâ* at 16:4, the Sabbath at 16:23, and the arrival at Horeb's rock in 17
WEAK	Torah/Exodus/dig-deeper-exodus-15-22to17-16.md	552	translit	tôrâ	Exod 16:4	211 cand	shape.) The block is a janus.** It faces back to the Sea (the same God who drowned an army now cannot be trusted for water) and forward to the mountain (the covenant "if" at 15:26, the *tôrâ* at 16:4, the Sabbath at 16:23, and the arrival at Horeb's rock in 17
WEAK	Torah/Exodus/dig-deeper-exodus-15-22to17-16.md	552	translit	tôrâ	Exod 16:23	211 cand	shape.) The block is a janus.** It faces back to the Sea (the same God who drowned an army now cannot be trusted for water) and forward to the mountain (the covenant "if" at 15:26, the *tôrâ* at 16:4, the Sabbath at 16:23, and the arrival at Horeb's rock in 17
WEAK	Torah/Exodus/dig-deeper-exodus-15-22to17-16.md	552	translit	tôrâ	Exod 17:6	211 cand	shape.) The block is a janus.** It faces back to the Sea (the same God who drowned an army now cannot be trusted for water) and forward to the mountain (the covenant "if" at 15:26, the *tôrâ* at 16:4, the Sabbath at 16:23, and the arrival at Horeb's rock in 17
WEAK	Torah/Exodus/dig-deeper-exodus-15-22to17-16.md	690	translit	šabbāt	Exod 12:16	112 cand	**Is 16:23 the first occurrence of the noun *šabbāt* in Exodus?** **Put to the Research Assistant, and the answer was rejected as unreliable.** It claimed the noun first occurs at **Exodus 12:16**
CONFIRMED	Torah/Exodus/dig-deeper-exodus-15-22to17-16.md	690	heb	שַׁבָּת	Exod 16:23	6 cand	**⭐ NOW CONFIRMED from a concordance:** *"Exodus 16:23 is the first occurrence of the nouns שַׁבָּת and שַׁבָּתוֹן in Exodus
CONFIRMED	Torah/Exodus/dig-deeper-exodus-15-22to17-16.md	690	heb	שַׁבָּתוֹן	Exod 16:23	1 cand	**⭐ NOW CONFIRMED from a concordance:** *"Exodus 16:23 is the first occurrence of the nouns שַׁבָּת and שַׁבָּתוֹן in Exodus
WEAK	Torah/Exodus/dig-deeper-exodus-15-22to17-16.md	723	translit	lûn	Exod 17:8	141 cand	The four-episode structure and its six-beat pattern, the missing grumbling-beat at 17:8, the bidirectional testing count, the *lûn* concentration, the law-before-Sinai finding, the 5:2/17:7 pairing, the staff-link at 17:5, the Horeb observation, and the narrat
WEAK	Torah/Exodus/dig-deeper-exodus-15-22to17-16.md	723	translit	lûn	Exod 5:2	141 cand	The four-episode structure and its six-beat pattern, the missing grumbling-beat at 17:8, the bidirectional testing count, the *lûn* concentration, the law-before-Sinai finding, the 5:2/17:7 pairing, the staff-link at 17:5, the Horeb observation, and the narrat
WEAK	Torah/Exodus/dig-deeper-exodus-15-22to17-16.md	723	translit	lûn	Exod 17:7	141 cand	The four-episode structure and its six-beat pattern, the missing grumbling-beat at 17:8, the bidirectional testing count, the *lûn* concentration, the law-before-Sinai finding, the 5:2/17:7 pairing, the staff-link at 17:5, the Horeb observation, and the narrat
WEAK	Torah/Exodus/dig-deeper-exodus-15-22to17-16.md	723	translit	lûn	Exod 17:5	141 cand	The four-episode structure and its six-beat pattern, the missing grumbling-beat at 17:8, the bidirectional testing count, the *lûn* concentration, the law-before-Sinai finding, the 5:2/17:7 pairing, the staff-link at 17:5, the Horeb observation, and the narrat
WEAK	Torah/Exodus/dig-deeper-exodus-15-22to17-16.md	735	translit	šabbāt	Exod 16:23	112 cand	Two minor first-occurrence claims (*šabbāt* at 16:23, the altar at 17:15) remain unverified and nothing structural depends on either.
CONFIRMED-OFFSET	Torah/Exodus/dig-deeper-exodus-15-22to17-16.md	735	translit	šabbāt	Exod 17:15	Exod 16:1	Two minor first-occurrence claims (*šabbāt* at 16:23, the altar at 17:15) remain unverified and nothing structural depends on either.
WEAK	Torah/Exodus/dig-deeper-exodus-18-1to27.md	29	translit	Lōʾ	Gen 2:18	39 cand	*Lōʾ-ṭôb* plus *lĕbad* ("alone") occurs at Gen 2:18
WEAK	Torah/Exodus/dig-deeper-exodus-18-1to27.md	29	translit	ṭôb	Gen 2:18	52 cand	*Lōʾ-ṭôb* plus *lĕbad* ("alone") occurs at Gen 2:18
WEAK	Torah/Exodus/dig-deeper-exodus-18-1to27.md	29	translit	lĕbad	Gen 2:18	89 cand	*Lōʾ-ṭôb* plus *lĕbad* ("alone") occurs at Gen 2:18
WEAK	Torah/Exodus/dig-deeper-exodus-18-1to27.md	56	translit	tôrâ	Exod 17:1-7	211 cand	17:1–7: Israel asks *"Is the LORD among us or not?"* 17:4: Moses cries, *"What shall I do with this people? They are almost ready to stone me."* And behind all of it, 15:25 and 16:4 have already put statutes and *tôrâ* into Moses' hands.
WEAK	Torah/Exodus/dig-deeper-exodus-18-1to27.md	56	translit	tôrâ	Exod 17:4	211 cand	17:1–7: Israel asks *"Is the LORD among us or not?"* 17:4: Moses cries, *"What shall I do with this people? They are almost ready to stone me."* And behind all of it, 15:25 and 16:4 have already put statutes and *tôrâ* into Moses' hands.
WEAK	Torah/Exodus/dig-deeper-exodus-18-1to27.md	56	translit	tôrâ	Exod 15:25	211 cand	17:1–7: Israel asks *"Is the LORD among us or not?"* 17:4: Moses cries, *"What shall I do with this people? They are almost ready to stone me."* And behind all of it, 15:25 and 16:4 have already put statutes and *tôrâ* into Moses' hands.
WEAK	Torah/Exodus/dig-deeper-exodus-18-1to27.md	56	translit	tôrâ	Exod 16:4	211 cand	17:1–7: Israel asks *"Is the LORD among us or not?"* 17:4: Moses cries, *"What shall I do with this people? They are almost ready to stone me."* And behind all of it, 15:25 and 16:4 have already put statutes and *tôrâ* into Moses' hands.
WEAK	Torah/Exodus/dig-deeper-exodus-18-1to27.md	147	translit	tôledôt	Exod 25:12-18	140 cand	But to the sons of his concubines Abraham gave gifts, and while he was still living he sent them away from his son Isaac, eastward to the east country."* **Midian is an Abrahamic line deliberately separated from the promise-line and sent east.** The chapter th
WEAK	Torah/Exodus/dig-deeper-exodus-18-1to27.md	195	translit	ʿēzer	Gen 2:18	43 cand	4 and the Genesis 2:18 *ʿēzer* is invisible to a Greek reader
WEAK	Torah/Exodus/dig-deeper-exodus-18-1to27.md	195	translit	lōʾ	Gen 2:18	39 cand	and note that the *other* half of the Gen 2:18 link, *lōʾ-ṭôb* → *οὐ καλόν*, **does** carry into Greek
WEAK	Torah/Exodus/dig-deeper-exodus-18-1to27.md	195	translit	ṭôb	Gen 2:18	52 cand	and note that the *other* half of the Gen 2:18 link, *lōʾ-ṭôb* → *οὐ καλόν*, **does** carry into Greek
CROSS-TESTAMENT	Torah/Exodus/dig-deeper-exodus-18-1to27.md	195	grk	καλόν	Gen 2:18		and note that the *other* half of the Gen 2:18 link, *lōʾ-ṭôb* → *οὐ καλόν*, **does** carry into Greek
WEAK	Torah/Exodus/dig-deeper-exodus-18-1to27.md	245	translit	tēbâ	Exod 2:3	97 cand	2:3 uses the flood's *tēbâ*
WEAK	Torah/Exodus/dig-deeper-exodus-18-1to27.md	249	translit	lōʾ	Gen 2:18	39 cand	*What it adds:* the pairing of ***lōʾ-ṭôb*** with ***lĕbad*** is distinctive: the Torah's one memorable "not good… alone" is Gen 2:18, and Exodus 18 puts the two words together twice in two verses
WEAK	Torah/Exodus/dig-deeper-exodus-18-1to27.md	249	translit	ṭôb	Gen 2:18	52 cand	*What it adds:* the pairing of ***lōʾ-ṭôb*** with ***lĕbad*** is distinctive: the Torah's one memorable "not good… alone" is Gen 2:18, and Exodus 18 puts the two words together twice in two verses
